"","fips","state","county","lifeExpectancy","lifeExpectancyAIAN","lifeExpectancyAsian","lifeExpectancyBlack","lifeExpectancyHispanic","lifeExpectancyWhite","prematureDeathsAgeAdjusted","prematureDeathsAgeAdjustedRate","prematureDeathsAgeAdjustedAIAN","prematureDeathsAgeAdjustedAsian","prematureDeathsAgeAdjustedBlack","prematureDeathsAgeAdjustedHispanic)","prematureDeathsAgeAdjustedWhite","deathsChild","deathsChildRate","deathsChildRateAIAN","deathsChildRateAsian","deathsChildRateBlack","deathsChildRateHispanic","deathsChildRateWhite","deathsInfant","deathsInfantRate","deathsInfantRateAIAN","deathsInfantRateAsian","deathsInfantRateBlack","deathsInfantRateHispanic","deathsInfantRateWhite","freqPhysDistress%","freqMentDistress%","diabetesAdultPrevalence%","HIVCases","HIVCaseRate","foodInsecure","foodInsecure%","limitedAccessHealthyFood","limitedAccessHealthyFood%","drugOverdoseDeaths","drugOverdoseDeathsRate","drugOverdoseDeathsRateAIAN","drugOverdoseDeathsRateAsian","drugOverdoseDeathsRateBlack","drugOverdoseDeathsRateHispanic","drugOverdoseDeathsRateWhite","motorVehicleDeaths","motorVehicleDeathsRate","motorVehicleDeathsRateAIAN","motorVehicleDeathsRateAsian","motorVehicleDeathsRateBlack","motorVehicleDeathsRateHispanic","motorVehicleDeathsRateWhite","insufficientSleep%","uninsuredAdults","uninsuredAdults%","uninsuredChildren","uninsuredChildren%","otherPrimCareProvRate","otherPrimCareProvRatio","disconnectedYouth%","readingAveragePerf","readingAveragePerfAsian","readingAveragePerfBlack","readingAveragePerfHispanic","readingAveragePerfWhite","mathAveragePerf","mathAveragePerfAsian","mathAveragePerfBlack","mathAveragePerfHispanic","mathAveragePerfWhite","medianHouseholdIncome","medianHouseholdIncomeAIAN","medianHouseholdIncomeAsian","medianHouseholdIncomeBlack","medianHouseholdIncomeHispanic","medianHouseholdIncomeWhite","childrenFreeLunch%","segregationIndexBlackWhite","segregationIndexWhitenonWhite","homicideRate","homicideRateAIAN","homicideRateAsian","homicideRateBlack","homicideRateHispanic","homicideRateWhite","suicides","suicideRateAgeAdjusted","suicideCrudeRate","suicideCrudeRateAIAN","suicideCrudeRateAsian","suicideCrudeRateBlack","suicideCrudeRateHispanic","suicideCrudeRateWhite","firearmFatalities","firearmFatalitiesRate","firearmFatalitiesAIAN","firearmFatalitiesAsian","firearmFatalitiesBlack","firearmFatalitiesHispanic","firearmFatalitiesWhite","juvenileArrestsNonPetitioned","juvenileArrestsPetitioned","juvenileArrestsDenominator","juvenileArrestsRate","trafficVolume","homeowners","homeowners%","severeCostBurden","severeCostBurden%","Population","Population%lt18","Population%65andover","Population#Black","Population%Black","Population#AmericanIndian&AlaskaNative","Population%AmericanIndian&AlaskaNative","Population#Asian","Population%Asian","Population# Native Hawaiian/Other Pacific Islander","Population%Native Hawaiian/Other Pacific Islander","Population#Hispanic","Population%Hispanic","Population#Non-Hispanic White","Population%Non-Hispanic White","Population#NotEnglishProficient","Population%NotEnglishProficient","Population%Female","Population#Rural","Population%Rural"
"48","17093","Illinois","Kendall",81.964534143,NA,NA,81.50385867,89.081360158,81.503136603,835,233.36802063,NA,NA,324.28055475,186.87430022,238.67856172,50,34.385530569,NA,NA,NA,33.316170458,30.358862694,65,5.7613898245,NA,NA,NA,NA,NA,8.9019842446,10.118816117,7.6,39,39.5,6710,5.5,3483.6242459,3.0362085535,62,16.366266485,NA,NA,NA,NA,NA,57,6.6203167067,NA,NA,NA,7.2440861915,6.9521803169,30.593557155,5208,6.7121186736,866,2.2752351427,32.05253,"3120:1",5.9946274565,3.4952861339,4.0799854723,3.1776166579,3.078090482,3.6245536894,3.2961919883,3.8497467281,2.8346957234,2.8087868136,3.4671807229,93345,NA,99790,84154,80492,95443,26.936061381,21.88724075,17.496392529,2.2067722356,NA,NA,NA,NA,NA,60,9.6159156147,9.6225861342,NA,NA,NA,NA,NA,27,4.3301637604,NA,NA,22.272707025,NA,3.1609344625,NA,"200",17400,11.494252874,152.60797045,33555,83.042542134,4709,11.737873274,127915,28.465778056,10.258374702,9217,7.2055661963,691,0.5402024782,4140,3.2365242544,86,0.0672321463,24898,19.464488137,87503,68.40714537,3439,2.9711866603,50.428018606,11955,10.419571887
"49","17095","Illinois","Knox",77.150679834,NA,NA,72.52125031,82.584466705,77.237091306,817,412.52272403,NA,NA,606.37989755,NA,410.52348334,21,52.720106444,NA,NA,NA,NA,NA,21,5.5526176626,NA,NA,NA,NA,NA,12.02675777,12.897190102,17.5,83,189.3,6910,13.4,3586.4935613,6.777326785,19,12.525710669,NA,NA,NA,NA,NA,46,12.794730796,NA,NA,NA,NA,NA,30.268839891,1909,7.0748248897,239,2.3449764521,89.79885,"1114:1",11.596757138,3.0164806699,NA,2.3459581438,2.938974208,3.1133437499,2.6884246392,NA,2.2826076383,2.8235077787,2.774389947,44553,NA,119922,18602,29274,46028,54.495439409,46.869126358,41.545892393,2.7814632165,NA,NA,NA,NA,NA,45,17.534737637,17.633367033,NA,NA,NA,NA,NA,18,7.0533468131,NA,NA,NA,NA,NA,NA,"89",4500,19.777777778,93.215250688,13627,65.420067211,2036,10.18,50112,19.630028736,21.591634738,3937,7.8564016603,211,0.4210568327,530,1.0576309068,18,0.0359195402,2934,5.8548850575,41446,82.706736909,242,0.5015647993,49.566969987,12870,24.320187456
"50","17097","Illinois","Lake",81.611164162,NA,91.233918058,76.363309555,86.041872097,81.249167332,5757,243.34783283,NA,98.056363008,476.20886657,193.77861369,248.69554552,235,33.998153973,NA,29.212131626,85.217391304,31.757282313,28.01701193,254,4.6534635326,NA,NA,12.576144626,3.8861411123,3.8543897216,9.2474819674,10.655586014,8.7,764,130.7,45980,6.5,40860.506731,5.8084881246,286,13.571231646,NA,NA,24.251322353,5.8681619613,16.171757733,312,6.3393580262,NA,2.896116308,6.7499156261,6.6877617781,6.5820921084,31.919340187,37149,8.7915598753,5839,3.228249812,69.06077,"1448:1",4.6819747417,3.2140260714,4.0474820659,2.4852699854,2.5904948789,3.6250698149,3.1037129678,4.2706827392,2.0772724143,2.4237512508,3.5510257034,87336,41471,115638,44000,57279,97840,33.099855191,56.129271222,37.073219532,2.8445837297,NA,NA,17.437282034,2.0063285334,1.7254027857,346,9.484096565,9.8393428684,NA,5.6551339384,5.8433416177,4.5728704427,11.881413316,188,5.3462325412,NA,NA,21.972934054,1.3197591703,5.3682991559,NA,"722",84500,8.5443786982,203.23131163,179473,73.352488229,33114,13.808834752,700832,24.097929318,14.241644217,47918,6.8373019497,6060,0.864686544,58067,8.2854378795,691,0.098597096,155395,22.172931601,427457,60.992791425,32040,4.8371463856,50.020404319,8915,1.2673037065
"51","17099","Illinois","LaSalle",77.118690637,NA,NA,73.667055936,85.248330225,76.659409602,1599,396.07480315,NA,NA,490.2051295,194.51015507,414.34506002,52,54.485634653,NA,NA,NA,NA,NA,54,6.5805508165,NA,NA,NA,NA,NA,10.747032442,11.684121006,13.3,75,79.9,11510,10.4,6949.6851494,6.1002818979,100,30.290271673,NA,NA,NA,NA,NA,111,14.269754933,NA,NA,NA,13.943306516,14.650822074,30.606465846,4644,7.2632863086,593,2.4067535208,58.48488,"1710:1",5.7454545455,3.0114474746,NA,NA,2.7743566264,3.1146275942,2.7154339692,NA,NA,2.5136333206,2.8200703454,54063,NA,61131,34000,48269,57947,48.20042343,53.218951075,29.055634583,1.4141198582,NA,NA,NA,NA,NA,106,17.971194053,19.178126804,NA,NA,NA,NA,NA,36,6.5133260842,NA,NA,NA,NA,NA,NA,"168",11300,14.867256637,122.30685701,32348,72.457665084,4877,11.242767238,109430,21.532486521,18.931737184,2859,2.6126290779,429,0.3920314356,1028,0.9394133236,36,0.0328977428,10973,10.027414786,93070,85.049803527,1153,1.1057300408,49.533034817,34422,30.214880096
"52","17101","Illinois","Lawrence",75.840890841,NA,NA,69.563377519,NA,75.465359034,260,455.2910638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.24950706,11.962829517,17.2,9,63.8,2190,13.3,878.3501684,5.2180251197,NA,NA,NA,NA,NA,NA,NA,24,20.96399434,NA,NA,NA,NA,NA,32.939312596,666,8.3364626361,86,2.7688345138,31.71583,"3153:1",NA,3.0205151993,NA,NA,NA,NA,2.738028773,NA,NA,NA,NA,43767,NA,NA,NA,28782,47442,56.840165822,NA,41.608768495,NA,NA,NA,NA,NA,NA,15,18.781761842,18.445646827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",1400,7.1428571429,38.082894044,4367,71.077473958,482,8.2505991099,15765,18.686964795,17.431018078,1532,9.7177291468,67,0.424992071,77,0.4884237234,6,0.0380589914,613,3.8883602918,13362,84.75737393,107,0.6971138185,43.951791944,9766,58.016990435
"53","17103","Illinois","Lee",78.745114363,NA,NA,78.584869766,102.31577509,78.457133341,482,359.13442978,NA,NA,NA,NA,NA,12,43.901368259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.453778036,11.487770741,8.4,26,87.9,3440,9.9,1209.463001,3.3567289306,13,12.636080871,NA,NA,NA,NA,NA,32,13.218006229,NA,NA,NA,NA,NA,29.671330065,1299,6.9974143504,189,2.6710005653,64.28425,"1556:1",NA,2.9034523551,NA,NA,NA,NA,2.5654910035,NA,NA,NA,NA,54915,NA,NA,43779,53068,58218,44.184938036,41.745543827,23.442673598,NA,NA,NA,NA,NA,NA,30,17.590683725,17.421703959,NA,NA,NA,NA,NA,10,5.8072346529,NA,NA,NA,NA,NA,NA,"26",3200,8.125,133.68257536,9975,72.815533981,1175,8.8599004675,34223,19.694357596,19.600853227,1835,5.3618911259,125,0.3652514391,289,0.8444613272,17,0.0496741957,2176,6.3582970517,29463,86.091225199,232,0.7076406893,46.898284779,19173,53.212511448
"54","17105","Illinois","Livingston",76.90120832,NA,NA,75.836416558,NA,76.508195629,546,412.86894365,NA,NA,NA,NA,NA,15,48.086170417,NA,NA,NA,NA,NA,20,7.0796460177,NA,NA,NA,NA,NA,10.474421406,11.78139863,10.3,84,270.7,3940,10.7,952.02575628,2.444225305,32,29.410413124,NA,NA,NA,NA,NA,39,14.987779195,NA,NA,NA,NA,NA,30.227204847,1373,6.9123495947,225,2.7746947836,89.48296,"1118:1",5.6209850107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59323,NA,128397,47619,30658,57565,44.053167616,53.309052158,29.164123554,NA,NA,NA,NA,NA,NA,36,20.297618339,19.631473615,NA,NA,NA,NA,NA,18,9.8157368074,NA,NA,NA,NA,NA,NA,"30",3700,8.1081081081,69.779400884,10320,72.067039106,1618,11.652862802,35761,21.453538771,19.205279494,1439,4.0239366908,99,0.276837896,361,1.0094796007,5,0.0139817119,1655,4.6279466458,31797,88.915298789,95,0.2766050371,49.84759934,15893,40.803594352
"55","17107","Illinois","Logan",76.986597704,NA,NA,73.38794269,NA,76.40712424,414,398.13548143,NA,NA,NA,NA,NA,13,57.752110173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9687983581,11.266186769,18.2,79,311.6,2940,10,3125.9157753,10.314851593,19,21.665507372,NA,NA,NA,NA,NA,26,12.565606967,NA,NA,NA,NA,NA,30.699565961,932,6.3936338067,136,2.3496890117,55.31547,"1808:1",6.2423500612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52959,54750,60167,40833,61154,58796,45.667125172,NA,14.227307355,NA,NA,NA,NA,NA,NA,28,18.139850236,19.055785813,NA,NA,NA,NA,NA,13,8.8473291274,NA,NA,NA,NA,NA,NA,"26",2600,10,75.209389911,7909,72.746504783,809,7.6141176471,28925,19.356957649,18.27139153,2316,8.0069144339,107,0.3699222126,222,0.7675021608,6,0.0207433016,1017,3.5159896283,24924,86.167675022,68,0.24600246,49.230769231,12081,39.864708794
"56","17109","Illinois","McDonough",78.289981541,NA,NA,NA,NA,NA,356,354.61770251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.801512355,12.975916535,9.4,21,75.9,4510,14.3,2195.3571443,6.7317464256,NA,NA,NA,NA,NA,NA,NA,25,11.364256232,NA,NA,NA,NA,NA,31.488855535,1446,8.5299669655,147,2.7333581257,76.78184,"1302:1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42887,NA,63393,NA,NA,44587,49.262971698,49.685758034,40.273175677,NA,NA,NA,NA,NA,NA,22,13.494080648,14.194738914,NA,NA,NA,NA,NA,11,7.0973694568,NA,NA,NA,NA,NA,NA,"49",2400,20.416666667,104.84666431,7535,66.728657457,1278,12.020316027,29955,17.078951761,17.639793023,1599,5.3380070105,116,0.387247538,713,2.3802370222,5,0.0166917042,837,2.7941912869,26283,87.741612419,153,0.5179768434,51.013186446,9622,29.50447688
"57","17111","Illinois","McHenry",80.43515265,NA,90.3106465,81.211371722,90.98858961,79.971126073,2908,269.03479722,NA,117.60534699,271.93580859,204.71519685,280.70670573,81,27.371522803,NA,NA,NA,35.598650642,25.135043735,84,3.7291897891,NA,NA,NA,NA,NA,9.1181148085,10.551656371,10.1,120,46.6,19740,6.4,21858.325964,7.0793904534,198,21.412442576,NA,NA,NA,9.8757303926,24.454822689,196,9.0956509795,NA,NA,NA,9.9183390088,9.4441871028,29.707598657,14036,7.3092745925,2059,2.6388301485,50.23171,"1991:1",4.8061664022,3.2201875867,3.6214681354,NA,2.5795861156,NA,3.0496976889,3.7004812285,2.6760624082,2.4101908656,NA,86268,77829,118231,67564,65070,87650,27.487041375,46.855051553,25.60536379,1.0209404161,NA,NA,NA,NA,NA,182,11.60335579,11.82338718,NA,NA,NA,6.4766384773,12.484920525,75,4.8722749366,NA,NA,NA,NA,NA,NA,"230",37000,6.2162162162,150.99605192,88631,79.267878224,12540,11.394406382,308570,23.461775286,14.591178663,4699,1.5228311242,1558,0.504909745,9178,2.9743656221,158,0.0512039408,41498,13.448488187,248771,80.620604725,7172,2.4660454561,50.21745471,30501,9.8785464438
"58","17113","Illinois","McLean",80.182875914,NA,114.53123876,76.063521559,91.964834747,80.121368222,1492,284.96883997,NA,NA,438.17478525,NA,286.64174888,75,49.926441709,NA,NA,98.559929913,NA,42.731934393,99,6.8659407726,NA,NA,17.670157068,NA,4.9812030075,10.127817567,11.438264294,11,156,107.2,20070,11.6,16606.16641,9.7929884708,88,17.003648055,NA,NA,NA,NA,NA,83,6.8499312118,NA,NA,NA,NA,NA,32.34821268,6424,6.1935384348,919,2.3492420563,78.69095,"1271:1",3.1833320424,3.1175952411,3.6627209334,2.525747096,2.5804367773,3.2397918086,3.034852442,4.0228464183,2.2494039523,2.4880421792,3.1583242348,67087,95192,88056,26976,43750,69245,35.608748197,39.865495738,33.215079352,2.558408043,NA,NA,13.728181996,NA,1.5257081829,102,11.742185085,11.795139246,NA,NA,NA,NA,NA,48,5.5506537629,NA,NA,16.328530024,NA,4.8609413356,NA,"245",16800,14.583333333,202.15152312,42440,64.148490757,7492,11.870959564,172828,21.487259009,13.227023399,13680,7.9153840813,509,0.2945124633,9359,5.4152104983,91,0.0526535052,8750,5.0628370403,137031,79.287499711,1463,0.8986928105,51.415279931,27974,16.496827306
"59","17115","Illinois","Macon",77.544413626,NA,NA,74.43524557,93.87532401,78.127394875,1585,403.08829377,NA,NA,525.21302301,NA,383.48516105,58,61.441979703,NA,NA,128.820705,NA,34.748546879,74,8.1202677494,NA,NA,16.02699283,NA,4.7831632653,11.233523991,12.452485136,14.4,142,158.6,15070,14,8167.6483092,7.3736533197,61,19.239078669,NA,NA,NA,NA,NA,84,11.168489967,NA,NA,8.6981733836,NA,12.115482734,31.508183938,4105,6.9294395679,502,2.0763535592,137.52006,"727:1",8.8131171977,2.786818504,NA,2.2608319542,2.7412299842,3.0544279529,2.4839878671,NA,1.8027253593,2.5558916955,2.800036959,50684,27900,80735,24410,55202,54795,50.450901804,54.599987736,43.843125848,5.8501614113,NA,NA,21.745433459,NA,2.3889684264,67,12.177366423,12.577057945,NA,NA,NA,NA,NA,53,9.949015986,NA,NA,21.269915224,NA,7.494059145,NA,"270",10500,25.714285714,188.69786797,30676,69.539591504,5184,12.059740381,104712,22.108258843,20.016808007,18092,17.277866911,278,0.2654901062,1245,1.1889754756,53,0.0506150202,2459,2.3483459393,79775,76.185155474,273,0.2731119759,52.09909084,16905,15.261627907
"60","17117","Illinois","Macoupin",76.753897855,NA,NA,NA,NA,NA,700,402.1174076,NA,NA,NA,NA,NA,23,59.220351202,NA,NA,NA,NA,NA,25,8.188666885,NA,NA,NA,NA,NA,10.447597664,11.957071622,15.2,28,72,4880,10.6,2953.9163413,6.1842695307,26,19.024343843,NA,NA,NA,NA,NA,57,17.631992477,NA,NA,NA,NA,NA,30.850334731,1924,7.2322670376,251,2.5087456272,50.75806,"1970:1",NA,3.0293642803,NA,NA,NA,NA,2.7992097102,NA,NA,NA,NA,53409,NA,61616,40000,NA,53959,49.636979671,60.343464082,35.415567147,NA,NA,NA,NA,NA,NA,39,15.82031345,17.018305588,NA,NA,NA,NA,NA,23,10.036436629,NA,NA,NA,NA,NA,NA,"53",4700,11.276595745,38.620131133,14321,76.289154059,1731,9.5413956565,45313,21.283075497,19.875091033,437,0.9644031514,168,0.3707545296,175,0.386202635,15,0.033103083,578,1.2755721316,43479,95.952596385,90,0.2071489401,50.54620087,27949,58.513555951
"61","17119","Illinois","Madison",76.74025434,NA,85.870888744,71.897703716,93.273713894,76.923528775,3872,409.38269433,NA,NA,612.82942226,138.9812447,402.38652628,141,60.33995789,NA,NA,159.18393867,NA,46.703886622,139,6.5755239131,NA,NA,17.108938547,NA,4.9501997972,10.248662968,11.669027254,10.8,193,86.2,30920,11.6,32491.753959,12.066069755,276,34.688706564,NA,NA,17.756651915,NA,37.86350426,229,12.288539193,NA,NA,12.028772825,NA,12.536080017,33.090001012,9625,5.9566909885,1290,2.1344187432,77.51616,"1290:1",5.9275604931,3.0549192166,NA,2.5299442611,2.6380279677,3.2034673748,2.8931908887,3.8448396239,2.2893253607,2.5836501493,3.053143901,60121,73438,39500,29658,38951,61743,44.65838178,52.147274101,42.702477904,3.6489985377,NA,NA,21.050352443,NA,1.9238538641,234,17.446971587,17.614950727,NA,NA,11.404897905,NA,18.595403124,138,10.388304275,NA,NA,26.495330198,NA,9.1700253704,NA,"362",26800,13.507462687,155.84471318,76007,70.761453455,12430,11.88916202,264461,21.839136962,17.199133332,22921,8.6670624402,885,0.3346429152,2729,1.0319101871,168,0.0635254348,8942,3.3812168902,224163,84.762214466,943,0.3769677878,51.309266773,35924,13.340661463
"62","17121","Illinois","Marion",74.303582856,NA,NA,69.910513655,NA,74.322419498,707,514.53567439,NA,NA,738.65859907,NA,512.91596825,30,85.76329331,NA,NA,NA,NA,NA,23,6.8107787977,NA,NA,NA,NA,NA,11.516620436,12.758581691,17.3,16,50.4,4840,12.6,4926.3435523,12.491679266,28,24.63444247,NA,NA,NA,NA,NA,41,15.293485721,NA,NA,NA,NA,NA,30.900175461,1686,7.8211253885,184,2.0720720721,90.37746,"1106:1",13.87283237,3.0291933738,NA,NA,NA,NA,2.7325282,NA,NA,NA,NA,46096,16827,NA,23750,NA,47237,65.811833771,69.849226663,52.204714176,3.7301184686,NA,NA,NA,NA,NA,51,28.006740842,26.761538946,NA,NA,NA,NA,NA,27,14.16787356,NA,NA,NA,NA,NA,NA,"123",3800,32.368421053,126.89271803,11676,73.373970967,1518,9.9469235306,37620,23.227006911,19.691653376,1571,4.1759702286,134,0.3561935141,256,0.6804891015,10,0.0265816055,794,2.110579479,34193,90.890483785,150,0.4203446826,51.108452951,17769,45.056672668
"63","17123","Illinois","Marshall",76.964554764,NA,NA,NA,NA,NA,208,419.10457105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9224873575,11.345618091,13.5,6,59,1090,9.2,770.29078978,6.094072704,NA,NA,NA,NA,NA,NA,NA,15,17.925644427,NA,NA,NA,NA,NA,28.967276179,457,6.9127212222,81,3.2740501213,17.34004,"5767:1",13.489208633,3.2377331496,NA,NA,NA,NA,2.9130127061,NA,NA,NA,NA,57422,NA,NA,NA,56250,56429,46.575342466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1100,0,37.961809151,4017,82.096873084,398,8.386009271,11534,19.949713889,23.461071614,84,0.7282816022,46,0.3988208774,56,0.4855210681,2,0.0173400381,343,2.9738165424,10907,94.563898041,23,0.2064076102,50.364140801,12640,100
"64","17125","Illinois","Mason",76.962754015,NA,NA,NA,NA,NA,237,424.59780106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.792295439,12.218365603,12.8,NA,NA,1610,11.6,1786.8996662,12.183960632,NA,NA,NA,NA,NA,NA,NA,15,15.470137478,NA,NA,NA,NA,NA,29.647937408,586,7.5089697591,88,2.9579831933,58.9753,"1696:1",NA,2.9105101853,NA,NA,NA,NA,2.792536178,NA,NA,NA,NA,48764,NA,NA,41473,22917,46455,50.619923044,NA,11.081427349,NA,NA,NA,NA,NA,NA,25,32.986571669,36.557190068,NA,NA,NA,NA,NA,15,21.934314041,NA,NA,NA,NA,NA,NA,"24",1400,17.142857143,37.850542032,4701,77.99900448,553,9.4789166952,13565,20.781422779,22.196830077,93,0.6855879101,54,0.3980833026,60,0.4423147807,1,0.007371913,149,1.0984150387,13073,96.373018798,1,0.0076341705,50.689273867,11364,77.485340243
"65","17127","Illinois","Massac",74.51086571,NA,NA,NA,NA,NA,293,543.08483323,NA,NA,NA,NA,NA,15,117.32499022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.379223453,12.648398281,26,NA,NA,1990,13.6,674.79361513,4.373540833,10,23.211550067,NA,NA,NA,NA,NA,17,16.495245488,NA,NA,NA,NA,NA,31.466171105,627,7.6472740578,79,2.402676399,49.71591,"2011:1",NA,3.1151798239,NA,NA,NA,NA,3.26078037,NA,NA,NA,NA,43783,NA,NA,31184,NA,44896,59.703445268,22.441284961,19.099221743,NA,NA,NA,NA,NA,NA,17,26.015645169,23.366734018,NA,NA,NA,NA,NA,14,19.243192721,NA,NA,NA,NA,NA,NA,"17",1500,11.333333333,37.172001142,4527,75.311928132,633,10.970537262,14080,22.073863636,21.001420455,803,5.703125,73,0.5184659091,88,0.625,2,0.0142045455,418,2.96875,12392,88.011363636,22,0.1609599064,52.109375,7793,50.508782163
"66","17129","Illinois","Menard",78.863681287,NA,NA,NA,NA,NA,165,344.44476008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7321161253,11.2440532,9.8,11,104.8,1180,9.5,57.13991119,0.4497434962,NA,NA,NA,NA,NA,NA,NA,15,17.164042475,NA,NA,NA,NA,NA,29.95126842,466,6.4578713969,78,2.7698863636,8.13802,"12288:1",NA,3.2082091409,NA,NA,NA,NA,2.9544748442,NA,NA,NA,NA,74872,NA,NA,NA,NA,NA,37.804218496,NA,6.1604397431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-4",1300,NA,16.214571699,4012,77.183532128,385,7.6984603079,12288,21.980794271,19.352213542,106,0.8626302083,41,0.3336588542,47,0.3824869792,3,0.0244140625,192,1.5625,11740,95.540364583,0,0,51.261393229,9617,75.694608422
"67","17131","Illinois","Mercer",77.855239669,NA,NA,NA,NA,NA,251,381.97963874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8176476275,11.271421945,12.2,11,82.3,1570,10,1160.4609861,7.0613422546,NA,NA,NA,NA,NA,NA,NA,14,12.595704865,NA,NA,NA,NA,NA,28.199085221,581,6.4829279179,81,2.351233672,32.04923,"3120:1",NA,3.104676905,NA,NA,NA,NA,2.8149580496,NA,NA,NA,NA,58384,NA,49886,NA,53088,58004,37.990654206,NA,17.42679502,NA,NA,NA,NA,NA,NA,17,22.983554823,21.586753352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-4",1600,NA,30.751700552,5157,77.85326087,537,8.4447240132,15601,21.396064355,21.665277867,117,0.7499519262,39,0.2499839754,74,0.4743285687,6,0.0384590731,391,2.5062495994,14827,95.038779565,12,0.0804882957,50.054483687,12779,77.75952294
"68","17133","Illinois","Monroe",82.256754425,NA,NA,NA,NA,NA,279,219.60836161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7194034034,10.258134798,8.9,8,28,2270,6.7,1702.5612344,5.1660079326,14,13.658536585,NA,NA,NA,NA,NA,21,8.8625918439,NA,NA,NA,NA,NA,28.30144104,920,4.4425129171,136,1.6815034619,55.33712,"1807:1",NA,3.7041378865,NA,NA,NA,NA,3.6173854876,NA,NA,NA,NA,88481,NA,40114,42330,208112,81040,17.362722351,NA,22.987143509,NA,NA,NA,NA,NA,NA,19,10.025405775,11.169834393,NA,NA,NA,NA,NA,17,9.9940623512,NA,NA,NA,NA,NA,NA,"12",3700,3.2432432432,118.88966484,11277,84.47823807,1209,9.1757741348,34335,22.099898063,17.766127858,126,0.3669724771,81,0.2359108781,227,0.6611329547,9,0.0262123198,529,1.5407019077,33072,96.321537789,155,0.4824452191,50.318916557,13631,41.359953879
"69","17135","Illinois","Montgomery",77.256963561,NA,NA,NA,NA,NA,426,402.18406325,NA,NA,NA,NA,NA,17,72.513222999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.100039954,12.000635143,12.4,39,156.8,3540,12.1,2279.7742463,7.5729944403,21,24.321601056,NA,NA,NA,NA,NA,30,14.714971012,NA,NA,NA,NA,NA,31.240782253,1116,7.3156342183,156,2.5819265144,87.40953,"1144:1",7.5486381323,2.9892949051,NA,NA,NA,NA,2.934055203,NA,NA,NA,NA,53138,NA,100938,NA,26821,50874,51.0693302,NA,23.924488429,NA,NA,NA,NA,NA,NA,21,15.001263169,14.522821577,NA,NA,NA,NA,NA,10,6.9156293223,NA,NA,NA,NA,NA,NA,"52",2700,19.259259259,61.976503807,8742,77.096745745,901,8.4513647875,28601,20.065731967,20.153141499,1002,3.5033740079,63,0.2202720185,144,0.5034788993,11,0.0384601937,501,1.751687004,26647,93.168071046,72,0.2611723738,47.6137198,12530,41.622375764
"70","17137","Illinois","Morgan",77.632389015,NA,NA,70.054198774,NA,77.767038696,519,398.06005335,NA,NA,670.17730165,NA,395.04929386,15,56.386737839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.926915906,12.186084237,14.6,21,71.2,4150,12,4688.3994226,13.189297051,11,10.778924263,NA,NA,NA,NA,NA,32,13.215113134,NA,NA,NA,NA,NA,31.599575253,1171,6.2896122032,151,2.2564255828,64.75159,"1544:1",11.336032389,3.1957953844,NA,2.5700055738,NA,3.2823476449,2.9911854409,NA,2.2188985605,NA,3.1248789896,48976,NA,NA,22463,60071,50444,51.101591187,63.290068896,54.527191782,NA,NA,NA,NA,NA,NA,31,19.108677544,18.043397281,NA,NA,NA,NA,NA,15,8.7306761036,NA,NA,NA,NA,NA,NA,"29",3100,9.3548387097,81.551340016,9405,67.837564916,1509,11.293219578,33976,18.860372027,20.011184365,2335,6.872498234,145,0.4267718389,260,0.765246056,19,0.0559218272,843,2.481163174,29873,87.923828585,138,0.4226516799,49.237697198,12878,36.228092385
