"","YPLLRate","HealthBadDaysMentAvg","HospPrevRate","Income20thpcntl","InjuryDeathRate","LBWPct","LifeExpect","MammAnnualPct","PhysInactPct","SmokersPct","UnemployedPct","UninsAdultPct","VaccinatedPct"
"727",6289.5470654,4.1054157593,3607,33962,68.461457282,6.870785493,78.818359351,50,25.3,16.773729434,3.0322840189,6.7682525762,57
"728",8113.7258677,4.4210241223,5431,24367,82.432357716,7.3451910408,77.182868894,49,27.2,20.097132568,3.4602419195,9.1936699322,52
"729",5515.9817485,3.9550906436,3636,39857,54.372653783,6.28899426,79.505253778,47,22.5,16.052191977,2.8827811953,7.5355958153,55
"730",9012.3088878,4.5541530245,5367,21710,80.987305137,7.9701492537,75.924517627,41,25.5,20.617763345,3.5239154616,9.0324299635,41
"731",10929.886245,4.6113458879,4767,21108,100.03996754,8.2435731725,74.722179479,43,30.9,21.19177525,4.0616283703,9.4744586925,47
"732",7548.9592121,4.4221792568,5339,24480,72.402955357,8.5819644653,77.13436265,45,28.5,18.79551025,3.5589899869,9.0173464168,51
"733",9738.0258854,4.6962171863,2803,21810,95.094229737,6.5639810427,75.645224919,36,28.5,21.955356139,2.8465238303,11.64962377,50
"735",11131.2175,4.975293378,6368,21277,101.85141117,8.8235294118,74.785549561,43,29.4,21.976813843,3.3221578787,11.113930474,52
"737",12633.401948,4.8337825694,3636,22394,113.75745183,7.7777777778,73.444765292,37,33.7,21.766238844,3.6431608269,10.033625555,47
"738",6775.2697038,4.4323656064,4480,32098,58.213427283,7.1007294738,78.120450559,44,24.4,18.25089554,2.8747383282,8.968025915,54
"739",9719.5892727,4.6749448279,5896,20510,91.483522328,8.0558198541,75.821487126,44,33.7,20.396258249,3.2543126257,9.7035554285,48
"740",6926.0951619,4.2481427594,5017,28940,61.546098788,7.0828165909,78.738384076,44,25.8,19.03508964,2.6465559641,12.969623435,49
"741",6289.7499829,4.5801753064,4213,30589,43.592426201,5.6316590563,79.451099715,40,25.3,18.865174478,2.4984233251,24.318955732,47
"742",9257.3033485,4.4944986148,7059,22413,80.402959749,8.5657224969,76.459893919,38,27.3,18.647869199,4.9413000069,10.971447541,40
"743",9594.928881,4.5188852884,4989,22717,80.379594445,8.8639612889,75.779407035,40,30.1,22.68348124,4.3767047702,9.9363346976,50
"744",8066.7963101,4.4980219441,3772,22432,72.352237,7.9791847355,76.812542427,45,30.6,19.172381449,3.8436081694,9.7091790367,46
"745",9495.0940385,5.0419137675,5325,20536,93.177235752,9.0101522843,75.780867224,42,32.5,21.638695544,3.878447275,10.685508694,52
"746",9933.4945078,4.2232618359,5110,19955,94.294764161,9.2261254642,75.736182829,41,26.3,19.241619979,3.491296214,13.744274144,49
"749",7544.5877059,4.7320742587,4768,21632,58.622865151,8.5758634071,77.156232266,41,32.5,24.021312555,4.0145985401,11.412956969,41
"750",5849.6801599,4.8292664039,2505,16661,51.275495125,6.9022822956,80.029030719,45,22.7,19.923251541,3.6016645143,10.024272644,50
"751",8838.6181819,4.1914498605,4555,26299,71.608526119,7.1964956195,76.745634952,47,30,19.59130503,3.038053975,11.227592467,55
"753",10826.707433,4.6241783661,5274,26052,102.52175027,7.3385518591,75.381921826,31,35.1,20.730308579,4.3417170156,13.236529461,43
"754",7802.7397121,4.1496610386,5699,26029,61.771713598,6.7627236812,77.486299019,38,28.5,18.935768806,2.9324769712,12.040707017,48
"758",7527.0820314,4.7653647462,6225,23947,58.999138613,6.5400843882,78.851112139,38,34.1,22.048812947,3.9893988004,12.655432888,42
"760",8294.0985381,4.4952252254,4167,25122,78.495450468,8.8024564995,76.977912186,37,32.2,19.780155511,3.4853420195,9.8982294716,30
"761",7029.6704868,4.5986161413,5243,29817,76.854166245,7.2770726883,78.339618437,38,25,18.784419018,3.8446467673,8.7548961192,46
"762",6897.1456849,4.3546261858,5633,26541,65.798234414,7.2584856397,79.325201121,51,30.5,18.701133326,2.825722817,7.2158905894,60
"766",8525.4632157,4.7610644699,5236,26441,87.407086267,6.5436241611,76.726899192,47,33.5,18.482406463,3.6008522727,10.387493964,48
"768",13106.266455,4.7241696016,7381,20570,105.9411102,9.262086514,71.586499615,36,29.1,20.830916153,3.9106671692,9.8386872479,42
"769",9407.7754482,4.3486425116,6698,26911,77.798614015,6.8418013857,76.148581331,46,29.8,20.587481832,3.0998059927,9.6092248559,52
"771",8247.3543194,4.5568864343,3950,21572,72.934963848,8.3705447755,77.096052559,41,26.3,19.041988454,3.5625475396,12.052707775,51
"772",10358.105667,4.8267514443,4557,21753,114.04295328,6.8316299086,74.866366537,32,28.4,22.774916523,4.3304082411,11.238617013,35
"773",5660.674836,4.3150811705,3741,29054,56.439319004,7.3079791201,79.961696774,40,27.3,19.254014719,2.6632597907,10.747111682,48
"774",9866.0219528,4.5222246634,7678,20447,80.601826975,7.1199486851,75.783729541,30,31.9,21.065200146,4.6657381616,10.531069364,42
"776",6289.8563669,5.2019385305,4011,20933,54.008424464,7.1580262336,79.124290807,43,24.5,19.117014051,3.1537571781,11.389421712,54
"777",7865.5189989,4.4559670242,4990,26696,88.018917499,6.906614786,77.625242285,37,18.4,18.771037998,2.8036371509,9.2231367685,54
"779",9070.9912216,5.0769231503,5560,20647,91.720491437,9.1078186133,76.424063633,50,28.5,21.39977125,3.1895347983,9.7149597377,55
"781",9159.6235931,5.1161227227,7540,18197,71.25573386,8.0995115302,75.830944738,33,28.7,22.079088952,4.3811810671,10.399773556,48
"782",9726.6167727,4.5271537871,4504,23301,83.71361133,7.6170212766,75.842508135,44,26.2,19.647951486,3.4896986779,10.490072306,50
"784",6390.5366923,4.2273118516,5190,33412,59.232361472,7.673432969,78.503116623,53,29.4,17.645830311,2.9323036081,8.2730793187,57
"787",6640.5943618,4.3877223902,5465,26139,69.303040046,7.2354663321,78.312860911,50,27.5,18.740269644,2.8132814671,9.0631046751,47
"788",8097.7731626,4.2433678661,2872,27745,88.385924335,7.28962818,76.964520012,44,33.9,17.996794797,3.0720727326,12.28988499,50
"792",5439.7050647,3.5884545686,2671,21887,92.054542316,5.2193645991,79.701410662,52,22.9,16.187211296,3.0681509639,9.0301003344,41
"793",8090.0913914,3.7714682258,4379,17214,83.278615013,8.7301587302,77.494255873,45,41.1,16.839793466,3.3128415301,7.3181484203,36
"796",7269.5369682,3.4499558737,3413,23086,63.223304712,7.0149129384,78.417547741,54,23.7,18.266057458,2.7685524923,6.2518325875,57
"797",4866.6458034,3.6681817876,4128,28855,67.956326734,6.0210737582,79.406075916,50,25,16.036672467,2.1395788337,4.8704339682,59
"798",4212.1518842,3.3931775513,3487,29494,43.513646363,5.8539205156,82.23970025,53,21.8,14.066598691,2.0296135789,4.6303939962,48
"799",5929.8596422,3.45390195,3472,26653,72.042694776,4.9771457593,78.946765503,46,30.5,16.15845209,2.5569959768,6.3446408933,50
"800",4529.835715,3.3063825288,2518,27756,53.261266237,6.8325791855,81.385700556,46,23.9,14.87408803,2.1235351132,13.861920173,54
"801",6749.7790061,3.36616679,4170,26455,70.406325738,5.3742802303,78.669069145,56,27.9,15.070330538,2.744797651,5.9636454183,45
"802",7106.2924073,3.6039337694,3731,21364,83.716181725,7.3548387097,78.548014794,52,30.8,16.551356118,2.5174825175,6.4190553088,42
"803",6280.3950235,3.3042229217,4065,23927,56.878916555,5.0923335199,79.880601713,53,25.6,15.261250857,1.8684673018,5.1501766784,60
"804",8186.9391721,3.7254388913,2374,19533,102.86353941,5.3571428571,76.63205487,46,21.9,17.266042533,2.6768103691,7.8606271777,33
"805",4150.8341691,3.2110464391,3405,30713,40.054127199,5.0965250965,82.110875451,49,28.4,14.076980793,2.4165814667,4.9501292944,44
"806",8052.5269385,3.6673563959,4264,23555,110.70076374,6.8244697203,78.398395705,52,20.9,16.345733358,2.6053738518,5.4029716344,58
"807",6016.8068393,3.6075179972,4857,26093,79.923551386,6.4804469274,79.956315384,52,27.3,16.513485611,2.1537943799,6.9293924466,48
"808",6642.3881856,3.5278588959,3279,26762,72.904412374,5.4192229039,79.307372656,57,22.5,15.791497674,2.7001716872,7.2301729278,56
"809",9780.3395054,3.6029455501,3781,22754,77.283070714,7.3863636364,76.259682985,43,27.6,17.179426684,2.8327431785,7.840152236,53
"810",5020.9872314,3.4896814369,3254,20402,62.4548427,5.9549745824,81.506296308,44,20.7,15.864480885,3.1807060468,6.6340402393,57
"811",5476.5265907,3.6141598815,3654,23968,66.954913242,4.9512378095,81.30166476,50,24.4,15.446725236,3.1678673641,6.8631450133,53
"812",7149.661324,3.8509170318,5334,22450,77.327428842,8.1748071979,77.861759113,48,28.4,17.125421189,3.2203839689,5.8934447443,57
"813",6488.2081675,3.6437606364,4699,22757,73.704899621,6.1338289963,79.204646149,47,27.3,16.880161691,3.3981777887,12.74348985,43
"814",4248.4854633,3.0472197303,3413,40619,40.051112849,6.6612977451,82.103779937,52,20.9,13.494258416,1.7165760813,4.7975785093,58
"815",6502.706719,3.6722072019,3989,26199,67.578221792,6.0987415295,79.142014204,38,23.4,16.607978027,2.658198071,12.067881835,47
"817",4707.8290127,3.5335560092,2626,28690,74.116965837,5.1903114187,81.206146468,56,26.8,15.672321771,2.0651234271,7.0525144187,35
"818",7233.2354424,3.9758247566,5588,22307,88.618557532,6.8911755535,78.539550612,46,27.1,18.690601423,3.2596401028,6.2976927911,58
"819",5419.4755938,3.3933684715,2987,28647,58.383251013,5.8823529412,81.190815436,52,22.4,15.24827327,3.152559554,5.5719401727,62
"820",5401.0118704,3.6045801622,9443,26334,61.520294472,6.1428571429,80.505512338,58,26.3,16.403689039,2.4142864905,5.30275562,56
"821",6951.9306089,3.68032123,3225,22609,76.919878591,6.9885641677,78.38788115,50,26.4,17.97383965,2.7399848828,7.9493957704,54
"822",6505.7815771,3.5314990349,3076,23393,100.88902208,5.9691482227,78.549102497,52,32.6,15.910849565,2.9606507756,6.3343055049,37
"823",5975.6138791,3.7586440013,5088,21153,84.366933199,5.9398496241,79.846134584,52,29.2,15.947325464,2.691346809,7.5236556658,53
"825",9445.6049809,3.6173050296,4753,24757,89.031850426,5.2631578947,77.50304258,39,26.9,15.579271732,1.8628509719,5.6060212821,32
"826",7000.686291,3.6470751953,3295,24750,90.707964602,8.5790884718,78.176654959,50,34.3,14.845694693,2.2592592593,6.0040567951,63
"827",5868.8697123,3.3073177026,2003,31987,63.147668394,5.7367829021,79.633436224,55,24,13.523542151,2.4755501222,4.1487839771,40
"828",4582.0210377,3.525403303,3808,26012,80.504746036,6.7708333333,81.625580612,46,36.5,15.06224817,2.5852782765,6.9006442862,55
"829",6341.3695702,3.4668863129,5009,25238,68.919814447,6.6562255286,79.33181391,54,24.6,15.113201215,2.6960784314,6.6372708285,53
"830",4334.9535543,3.4361939769,3372,28817,62.593199433,7.0197044335,81.509212909,52,23.1,14.498356239,2.3100100435,6.1814556331,57
"831",5553.8198767,3.4738247098,2669,23612,53.60055931,5.8731401723,80.187988429,52,24.2,15.370665206,2.8491755577,6.2055996657,59
"832",5895.7833198,3.5098919904,1921,24838,69.006309148,6.5953654189,78.634874348,44,24.9,15.706791116,2.2082018927,6.2739286155,39
"833",5667.4966336,3.5437251104,3530,26188,68.08851507,7.2727272727,79.498986104,41,29.2,16.506831267,2.4739039666,6.5614068261,53
"834",5608.0737525,3.5747776862,2899,27804,70.806333948,6.9711538462,79.335389187,55,24.5,16.004380924,2.528957529,7.4975074776,42
"835",7084.6607579,3.5806129826,2609,24416,64.863055259,5.1315789474,79.265063331,52,22,16.4724998,2.5096525097,6.5447001132,38
"836",5606.7038843,3.4523407816,6052,22195,77.673254509,7.6782449726,78.13010708,46,30.3,15.76016834,1.9555120997,5.5300782304,41
"837",5939.1394811,3.2643589306,3723,28819,81.149869054,5.819295559,79.818162853,45,20,14.756389522,2.0659171711,5.0493138937,49
"838",6397.6442656,3.5545472133,5554,23397,70.990575744,5.9691482227,79.472232695,46,35.6,15.429743066,2.7533845591,6.288050886,55
"839",6820.8811006,3.4966410271,3051,25746,65.575547366,7.4357192495,79.247530519,47,24.6,15.298066638,2.6263884563,5.0520935718,60
"840",5550.4685359,3.3342311368,2798,16640,84.657970659,6.6666666667,80.091532564,28,15.4,15.291315628,2.3796588069,8.3243666243,17
"841",4657.7510967,3.4044148619,3421,21512,46.076981276,6.717605858,82.688576793,54,16.8,14.52809202,1.9193294673,6.4580796843,63
"844",4352.4050297,3.5360703141,3705,24500,84.871631657,5.1948051948,82.490888658,54,26.5,15.345027535,2.0202020202,5.6874923883,31
"845",8800.8891717,3.8256931596,4755,22062,102.68835814,8.1875437369,76.585063208,41,30.3,18.141968097,3.9884971243,6.0130378096,49
"846",5946.4007177,3.4648277924,4201,29376,64.181612329,6.767265798,80.221422816,57,22.5,16.37223578,2.7718282521,5.0282115794,60
"847",8511.7850645,3.4899220882,3951,24383,84.167547143,7.1207430341,78.28348307,41,31.2,16.194528616,2.6172839506,10.217325687,50
"848",6801.795399,3.406305932,3881,22584,85.630308501,6.1452513966,78.510097953,46,29.6,15.313481207,1.9923886277,6.5199161426,39
"849",5667.5806105,3.2550268439,4206,32130,47.631198435,6.0884070058,81.154892701,61,27.3,14.317676523,1.5397898978,7.3665984574,37
"850",5728.5615989,3.2831524214,3496,29314,61.656935776,5.6472632493,79.281923755,56,25.5,14.640956812,3.155889008,5.5960548885,37
"851",6169.0980303,3.6642759775,3740,20306,70.200702007,5.9247810407,79.007468358,49,26.9,16.839749533,2.4711415135,6.0433842952,57
"852",5992.778131,3.345119251,3318,26942,64.318345756,6.4818430301,79.170005559,55,25.5,15.02656275,2.0337273797,5.0671451096,58
"853",6505.5383815,3.4570143861,2244,25966,75.67027543,6.4300960512,77.897274613,52,26.6,14.816550722,4.4313638383,9.7929541251,53
"854",6540.584979,3.361461581,4519,30445,70.876460991,7.641509434,80.172005156,48,29.8,14.452349708,2.0665115643,5.300270302,58
"856",8373.2514436,3.6955048387,5289,20027,97.082994672,5.76,77.28480916,39,30.8,16.765591379,2.7603231598,7.599491956,16
"857",7985.0753901,3.6074925356,3190,25959,81.055751159,7.0116861436,76.086012251,43,26.4,17.532521829,2.924576706,6.8000909711,42
"858",8001.4706338,3.7800742209,4565,20474,60.760486084,6.5138721351,77.023725777,56,24,17.451325938,2.4375380865,7.7668193026,59
"859",5965.9996387,3.4330826423,3245,26329,56.833268891,7.3292907988,78.786364187,52,25.9,15.29947467,2.6456243674,6.2457433596,60
"860",5596.7322754,3.4471479834,2765,24922,60.257385116,4.8903878583,79.163384122,47,26.7,15.167175422,1.9849586981,6.6353187043,33
"862",6665.0882275,3.6120290887,4462,21868,74.134769207,6.4091308165,78.501677169,51,27.1,16.584559529,2.509016779,7.1970655199,48
"863",8184.8327022,3.4575751937,2918,26074,101.54525386,6.064690027,78.063073093,49,26.7,14.456613479,2.1859039837,5.490512717,31
"864",6103.4371311,3.3753742666,3816,31102,55.915455831,6.75,80.022086081,49,28.7,14.903399724,1.8869200595,6.0915123996,54
"866",6374.7844543,3.5246490608,3385,29634,67.027973739,7.1616157405,79.06821534,51,19.5,14.989667142,2.5367307721,6.691828583,60
"867",8184.3197174,3.5896302969,4649,25827,71.688422855,7.5904785038,77.77982174,47,25.8,17.173376509,2.3302959371,6.7396643093,59
"868",6343.7450446,3.6369575865,2598,23715,58.212237506,7.0306038048,79.431113135,47,23.7,14.864329215,2.3191183517,6.4019954271,64
"870",7612.5932171,3.3534447449,2304,26384,80.860354168,6.887755102,78.286777597,53,26.2,15.087674421,2.3705670396,6.7547450689,38
"871",6591.4428152,3.5354558528,5229,25813,70.55173078,7.3710871542,78.93016558,52,24.5,17.148112041,2.9547181105,6.0925148824,56
"873",4334.7724861,3.1902867118,2241,34348,44.180508937,5.0113250283,83.169637157,55,18.9,13.990207008,1.7814319973,8.1251034255,54
"874",4450.9739115,3.5250523857,3329,19367,37.490342612,5.912961211,81.981474267,62,17.2,14.928842096,1.5859824088,5.9938971229,66
"875",9339.2786204,3.5081497076,3975,24632,84.815671148,7.3977936405,76.902288904,45,27.2,17.300533216,2.955095173,9.0132333021,48
"876",6654.2778402,3.6803847859,2319,22667,74.354249507,5.7835820896,78.829633397,52,26.2,16.471293774,1.9832661915,7.9664570231,44
"877",8347.3446365,3.708023547,2996,20746,93.226604944,5.1391862955,77.559290605,54,25,16.191578729,3.5450980392,6.9059976932,56
"878",8228.6363411,3.508120827,4260,24024,79.977937121,3.2761310452,76.451134436,32,23.1,15.861168148,2.7004909984,8.9698492462,27
"879",8677.4976806,3.8328050719,3711,19734,76.302842566,7.2104404568,76.485774186,40,26.6,19.853594219,3.4196773461,8.0974842767,47
"880",5487.6665107,3.2347625509,3454,33323,56.971538474,6.7609254499,79.569314306,54,17.5,14.398997612,2.2795527735,4.6495584989,60
"881",7045.5409804,3.4693248416,3325,31223,78.364258692,7.0463320463,78.745596978,46,21.4,15.2801191,2.3344056752,7.0900915369,44
"883",8173.379137,3.5753282335,3464,20199,90.376040549,6.3836681789,76.939794372,49,25,17.004108752,3.2550107279,7.0280921584,41
"884",6394.2557213,3.4148960681,3032,25461,85.059730833,6.9269521411,79.946677359,50,28.4,15.165127173,2.5908817032,5.9109874826,58
"885",3839.6092668,3.3406912943,2375,27343,64.536316345,5.5780113177,82.718996361,53,27.4,14.016352085,2.6751592357,5.3145130731,62
"886",7048.1957555,3.7354260753,4317,24019,57.332293292,6.9789674952,77.695047588,49,26.4,18.502301039,2.4878057626,10.27764497,49
"888",5799.2523826,3.5525210161,2834,21729,70.460025679,6.5727699531,79.766022106,44,27.7,16.05251113,2.5887459309,8.3186877563,27
"889",9357.6399793,3.9466547464,5582,18056,77.40549421,6.1895551257,76.567721511,34,30.7,18.646171971,4.0234436876,10.737086477,38
"890",9205.0123469,3.7883910723,3071,20938,109.61278646,5.6686046512,76.119989166,49,26.7,17.219215168,3.4841519477,12.607861937,27
"891",8403.4480385,3.9090567442,5497,19733,84.335582282,6.5693430657,76.93974274,43,32.7,16.833097032,4.6241947029,9.0312176017,27
"893",7474.5032128,3.762812652,4460,21662,75.457601793,6.6499372647,78.335384402,41,27.5,17.34203224,3.3027659733,15.52907916,31
"894",8591.1716486,4.1377604793,4004,18394,68.019807368,7.3068893528,75.808180682,45,31.5,18.779734489,4.1853932584,12.452302213,47
"895",9985.1827461,3.8561219376,2321,24367,84.511687348,5.4384017758,74.80952443,38,33.4,17.149773376,3.0450214833,13.006436956,26
"896",7384.8689282,4.0108447172,3928,28706,74.032778237,7.0615034169,77.507599874,38,27.1,15.82226652,3.4598284176,9.3871136721,49
"899",9886.9831577,3.9941984384,5063,19584,97.348961611,8.0725907384,74.62719845,38,31.6,19.3001422,3.7527374079,12.600258732,40
"902",7609.8901425,3.5614478611,5142,26010,88.31755066,7.3758865248,78.937655349,47,28.9,14.437340455,3.2181482458,9.8650535133,38
"903",8286.0373382,3.9262999957,5937,21677,90.161410916,5.5771725032,76.063343836,46,29.2,17.839037244,3.5147991543,11.354079058,32
"904",6423.6147736,3.6091839867,4901,24730,86.316445681,5.8236272879,78.777439098,47,27.2,15.480070714,4.8138957816,8.9081675836,40
"906",9635.9901219,3.7721926514,3662,21244,90.968817911,7.5415282392,75.719611417,40,28.1,16.477249677,3.4299372572,12.510442774,41
"907",7848.2629137,4.197539677,4253,16172,60.799901903,7.480199472,76.23696497,39,27.6,18.818417566,4.0008535154,14.321209785,45
"909",7132.5548611,3.9085388497,4622,19047,77.584399245,7.7436582109,78.10752875,51,31.6,17.975540411,3.5112666813,11.514980746,28
"911",5371.2311951,3.8816321938,3077,21570,57.18530891,7.2163728854,80.361709799,51,17.1,16.619031283,3.0598628813,10.77698501,57
"914",6861.3764374,3.4188965718,3913,19494,68.590907201,6.157635468,79.25375041,53,26.5,15.891592955,2.3832108134,10.533539201,45
"915",6435.9797934,3.6852298519,7493,20748,98.135426889,6.5375302663,77.7818686,44,29,15.133026262,2.7920646583,9.8447307565,28
"916",6146.7582959,3.4982934072,5128,27482,69.294441828,7.4176998717,80.260360878,35,28.3,17.0835347,2.5191138992,19.150336012,46
"917",6085.2069281,3.4540011299,3704,26489,74.60468261,6.7724631203,78.974899072,37,27.1,16.954345208,2.5776795066,23.359725654,38
"918",6879.409863,3.620695842,4888,27591,70.233487327,7.1689497717,77.315960802,45,25.5,18.459273897,3.5854301803,9.5874764848,35
"919",9562.6724272,3.8159658398,2710,26803,63.1478342,6.7647891311,75.72012302,40,23.2,22.319207761,4.7946397494,10.180607406,31
"922",6333.8714512,3.2002809023,7021,27147,68.318574769,7.0588235294,78.444918877,27,28.6,14.966543698,2.8443113772,21.626840454,35
"925",11624.065104,3.9402168428,2684,20516,135.91793146,7.8341013825,74.273264297,43,31.8,16.695537678,3.6193447738,13.058001822,37
"927",11145.557211,3.7807093363,5034,21112,112.61261261,6.2256809339,74.338986501,33,35.4,16.883657059,2.8748180495,15.773405699,28
"928",7751.0648859,3.6991276151,2680,25825,99.101175386,7.1180555556,78.108272373,40,25.5,14.805264092,3.2317362429,12.629564663,50
"931",8607.6645712,3.651025928,5003,27629,91.363867837,6.1769616027,77.01063694,46,27.9,16.000957754,2.9929333518,11.66442953,29
"932",7102.2024082,3.2900693979,3270,30961,86.630394591,4.9429657795,79.008715728,46,24.5,16.472172357,3.2556309629,10.578734859,53
"934",4252.251823,2.8952137646,3919,39223,48.879377924,6.5436372122,82.049923175,50,17.5,10.638545632,2.8879311625,8.5771897357,58
"936",16900.994196,3.3012247228,4737,28804,119.92964128,6.4864864865,68.237655615,39,32.5,13.971262524,3.2267527134,10.71863581,40
"938",9142.870461,4.081297194,3663,20166,77.211775284,8.102456874,75.840816125,34,32.8,19.234763601,3.9914330218,12.403370103,36
"940",6176.720008,3.5585814821,4570,30523,65.624820655,6.9357423867,79.094831502,44,25.1,18.086108665,3.6392491654,8.2513502006,46
"942",9649.407154,3.9660773739,4863,17840,95.689798635,6.25,76.6274474,42,33.7,18.391204376,5.8678057554,13.330822821,25
"944",6522.9806152,3.7351265209,3775,20135,65.324615394,7.6949860724,79.301299753,50,23.1,18.159815399,3.5325269303,14.749661705,51
"945",6758.1289726,3.5889736077,2983,23905,82.837687834,5.36159601,78.96027586,41,28.8,15.40289266,3.1120675385,12.607724226,37
"946",7959.8844949,3.656483306,6306,23148,115.74779165,6.6279069767,77.522108118,47,28.8,15.176062032,2.6277104006,10.091915213,33
"947",6695.3952682,3.2710629813,2827,27002,115.78648141,6.1900610288,78.48407698,42,21.5,13.590258326,2.5686611084,11.093895259,53
"949",7053.9858468,3.3141799422,4909,31189,80.976553058,6.2055335968,79.15232594,44,29.5,14.980499306,3.6006640334,8.3937291185,40
"950",5459.4889294,3.6571917249,5490,21421,80.419467945,6.9597069597,79.942794949,44,26.3,16.147950948,2.2767075306,11.715089035,54
"951",10350.079328,4.0282052646,4530,19077,108.00905334,7.4948665298,74.642782956,36,32.3,19.305789419,4.3144128354,15.226384088,38
"954",6655.1659478,3.2540792921,3976,24717,72.707264831,5.4955839058,79.365507114,51,31.1,15.364823174,2.2913256956,9.8194546794,34
"955",7862.371379,4.0711733813,8058,18006,87.790884586,6.9718309859,76.884872752,43,29.9,19.577156755,4.8918469218,11.06017192,43
"957",9266.2925137,3.4142948102,2466,22500,87.355317755,7.3604060914,77.963211781,56,28.7,16.666753,2.1485797524,11.64410058,39
"960",8923.2153442,3.5837857515,2262,27961,70.886075949,5.9850374065,76.234689541,51,30.5,16.788229908,2.8951747088,10.677864427,39
"961",8763.4642392,3.6108632242,3344,24850,112.6293014,9.1304347826,76.173198953,27,31.2,16.038124272,3.1632653061,10.45751634,37
"963",4794.7373061,3.5063910509,3391,27534,72.856041545,4.9628761235,81.060660914,46,26.3,14.58310464,2.7936145952,8.9557703574,36
"964",9003.053616,3.5586081675,3546,26399,110.30176899,6.0706401766,76.643037828,45,27.8,15.79505287,2.7665589661,12.797967956,36
"966",7271.2369112,3.318056417,3075,23319,94.744980734,6.9658813972,78.216388668,49,27,15.949059779,3.5933948389,12.960673496,23
"968",8035.3444226,3.7226600236,5341,19918,99.971436732,6.1519903498,76.821591157,37,29.5,16.679916604,2.9317193115,13.162024323,18
"969",4804.3105292,3.6367933943,2769,21328,39.821449232,6.2704859627,80.660364116,51,16.6,14.609242238,2.8846425245,10.275513994,58
"970",7015.9162055,3.7309450463,5021,22255,121.75484074,5.6206088993,78.445762791,52,29.9,16.448032487,3.2117367169,12.396990326,46
"973",8134.3082653,3.6212249692,3433,22917,79.790224247,7.5851085009,77.963712035,57,28,17.854295305,3.0703794776,11.756893499,50
"975",8102.0964407,3.9367783444,2686,23682,81.026196387,7.9012926891,77.508223353,42,25.5,17.032092796,3.7939214533,14.215543028,50
"976",6440.7419515,3.7201092639,4226,24372,70.630821525,5.755156354,79.585867782,20,25.1,18.121354724,3.2970483567,25.943470709,36
"977",8838.9475498,3.7543930867,4214,24462,88.106913531,7.2551007477,76.905978289,53,24.8,17.758993667,3.4941015089,10.632668261,58
"979",9138.2751352,3.5336246057,7412,22833,110.41589989,8.1632653061,77.826454639,36,28.8,15.691175508,2.8334485142,12.132132132,33
"983",6660.3434288,3.7395352265,8979,21000,91.671955433,3.8391224863,79.68090182,20,25.9,16.42286594,2.8248587571,20.147577799,41
"984",7788.6174438,3.789139071,2976,20196,75.542965061,6.9131832797,77.510884372,38,31.9,16.516888994,3.5330118694,11.735662742,45
"985",6866.5409254,3.5676364395,5933,21460,76.557954371,6.2578222778,79.591425839,47,30.7,15.744579668,2.6004728132,10.893540401,27
"991",9455.7597873,3.9278989645,4540,20146,111.4979407,6.5359477124,76.099263034,36,37.5,18.094374546,4.3989002749,12.010167337,39
"993",9625.6869721,4.1456859805,6670,19239,77.369155822,8.5699124436,75.999521581,40,32.9,20.980084625,4.8203139048,19.908667421,45
"994",10222.151891,5.1435526798,6794,15461,93.54439721,8.3276912661,75.720703568,35,33.1,22.619973398,5.0648633729,7.7579806978,27
"995",10941.398389,4.9580886457,6192,18468,94.494262848,10.149082569,74.115367877,31,39.4,22.175074836,3.7462370387,8.1369751325,40
"996",10588.188352,4.4588063135,5161,25009,81.810989643,7.6794657763,74.385261281,39,34.5,19.132271599,3.6063927705,6.0948905109,45
"998",8467.4712658,5.0314898404,5138,17787,87.339040094,7.8900483584,76.015804081,39,37.7,22.395924226,4.4302805496,8.136994851,48
"999",12221.102371,5.2390245526,5485,17843,118.65674068,7.9054604727,72.938533963,31,37,23.005928436,6.7340791738,8.179787828,41
"1000",13367.010295,5.6233663388,9217,10168,128.96569513,10.495626822,71.8814697,27,37.5,27.548400909,6.343239751,8.0910569106,38
"1001",6677.022486,4.3499447693,5015,34686,68.225304766,7.1243197991,78.887611803,45,24.7,17.654118662,3.3629719682,4.9561763037,54
"1002",9869.3823296,4.6900410772,5675,22090,95.683288316,8.424437299,75.951752516,44,31.1,20.423391152,3.9880461665,9.261329435,51
"1003",10873.439558,4.8993923099,6494,16762,103.94664627,10.248447205,74.20716025,43,31.5,21.587105317,5.917454003,6.1691579379,49
"1004",9737.7723106,4.6273794223,4902,20192,87.592021771,8.3636363636,76.56079391,35,20.9,20.162759662,4.4322867111,6.103074141,44
"1005",12200.179667,4.9414717027,4280,16129,139.31256455,9.9162011173,73.730620352,39,31.2,21.008255145,4.8558815892,6.9927243331,34
"1006",15948.120217,5.6622313854,10275,9866,141.23221309,11.148365465,69.703783984,25,34,26.68442585,7.3016744441,7.6787954831,34
"1007",9771.8584703,4.7961882959,6708,19767,108.6025148,8.3847102343,75.615860975,38,25.4,22.295189447,5.3692115144,8.6400280407,45
"1008",7926.3335162,4.3617796064,6584,28541,86.371225036,7.7811879401,77.887021495,43,28.2,19.715222995,4.0782571712,5.6291456686,50
"1009",11567.465381,5.1278355036,6931,18280,126.04845863,7.2212065814,73.588481347,40,31.4,22.939570395,4.8597771802,8.8388214905,45
