"","YPLLRate","HealthBadDaysMentAvg","HospPrevRate","Income20thpcntl","InjuryDeathRate","LBWPct","LifeExpect","MammAnnualPct","PhysInactPct","SmokersPct","UnemployedPct","UninsAdultPct","VaccinatedPct"
"1",8128.5911903,4.6540313965,7108,21019,68.526994226,8.6195286195,76.879477172,41,34.7,18.08155718,3.6290788612,11.14898915,41
"2",7354.1225298,4.3040564688,4041,25227,72.385053972,8.3450031827,78.450258368,43,26.5,17.489032597,3.6153821564,14.348524769,44
"3",10253.573403,5.1855944125,6209,13475,70.274611559,11.474558671,75.34193493,45,23.5,21.999984528,5.1713842112,16.08583414,37
"4",11977.539484,4.5516988486,5961,20134,108.15602837,10.308710033,73.571820279,40,33.5,19.114199885,3.9718277335,13,38
"5",11335.071134,4.8914546677,4060,20699,107.2853687,7.6045627376,74.145825897,34,30.3,19.20867197,3.5111573222,17.082341882,39
"6",11679.558981,4.8913510426,6632,9337,107.13807419,15.688487585,73.530894789,35,24.6,22.894664011,4.6901172529,15.240963855,28
"7",14359.939103,5.340750195,9203,14757,100.0470221,12.680288462,72.918309203,42,39.5,21.765334963,4.7902176352,14.505765338,35
"8",12078.616145,4.8160722877,6581,18078,89.541547278,9.1613736678,73.039108585,32,31.7,20.612560375,4.6528321587,15.388687124,38
"9",11112.536614,4.8735807661,5622,17019,81.478420027,12.213740458,74.291076031,38,30.1,19.392927053,3.9080911233,15.226316844,42
"10",12349.707594,4.7112704225,5521,17401,108.87190178,8.2725060827,73.998833761,36,31.3,17.498673785,3.5708139735,13.940332682,41
"11",10019.3128,4.8532441372,6148,17684,94.075942464,8.6979166667,74.926750554,39,33.2,20.188979064,3.6095707537,17.504683975,42
"13",11144.037371,5.0837367294,6299,10075,77.039708233,13.108038914,74.787459811,38,34.6,20.579655316,7.473449587,15.315508021,28
"14",10461.83432,4.9829276834,5249,16995,87.74408471,9.3561368209,75.237156152,35,32.6,19.620354153,3.9074291464,17.218458392,43
"16",8175.3623921,4.5674364995,4863,22422,66.503583804,8.3085374228,76.710348557,42,30.8,17.444757594,3.9486957775,15.286789515,37
"17",10644.992124,4.5824058974,6414,18565,77.833868747,10.226746876,74.665950403,40,36.6,18.658821061,4.61776593,12.121306087,45
"18",10822.452428,5.3914879643,12070,14363,94.425683786,14.064115822,75.25023311,35,40.7,21.107512965,5.2291944815,15.334374556,44
"20",11418.122816,4.9065509126,9181,17115,80.625784233,10.345942451,73.994503819,42,35.5,19.249451541,4.5783441122,15.291560344,39
"21",9944.64447,4.8952137157,7057,15094,77.644216944,10.087293889,74.659042119,37,33.5,18.646929565,4.0806605272,15.606361829,36
"22",10182.18218,4.8876023362,6442,19514,100.73744666,8.32852194,74.539745814,44,36.7,17.901071221,3.2804652392,16.221000844,41
"23",10467.436009,4.796090897,5120,17623,75.87530482,8.4767923295,75.05295351,42,32,20.057394929,4.2047713718,12.489711934,41
"24",14717.166071,5.5911128935,7183,12189,114.28571429,13.942307692,71.185071339,40,26.9,24.088991007,6.5477792732,13.707675944,34
"25",10747.783715,5.0044055833,5868,16455,93.233023586,8.2948520609,74.458450235,32,31.7,21.028270793,3.8169205749,22.811601151,40
"26",8762.5525693,4.6636068396,6334,24801,79.93957941,9.2389649924,75.911969236,43,26.4,17.45250185,3.4475345963,11.002439755,39
"27",12227.375778,5.1854976645,7412,13274,118.43474086,9.4506213211,72.907359326,34,32.4,22.412584583,4.5707915273,18.948493485,35
"28",11905.222386,4.8363138983,7421,18745,89.034385157,9.0078171978,73.034731692,29,34.1,20.147398601,4.1024689066,15.963500622,36
"30",10155.227272,5.1820135463,8122,18366,83.659202829,9.9458728011,74.646282685,32,38.1,19.250583044,3.7316059987,19.867693309,38
"31",11145.173201,5.0139062509,6845,15768,87.324410184,8.0910852713,73.794841437,39,36.8,20.003603276,3.9259054465,18.147149714,46
"32",11618.619777,5.4635014981,7121,9281,76.159649666,14.862914863,74.796604716,34,18.3,24.632818706,6.7300916138,14.687699851,30
"33",12327.018415,5.2551295516,6986,11356,89.641700784,13.449023861,74.117018606,36,27.8,22.077291339,5.090969788,13.679745493,33
"34",9242.4857316,4.7585722287,4872,18855,74.478360545,9.8509933775,76.232349375,44,35.4,18.429845441,4.4339343778,15.305598356,42
"35",9647.1905115,4.7669545639,4859,18511,72.676369633,10.519366197,75.866636949,42,30.6,19.249782785,4.0420819491,14.437049452,45
"36",11088.146204,5.0659560823,5903,15499,96.217612807,8.948035488,73.807252187,42,29.1,19.958920884,4.1091175079,16.490472461,42
"37",10969.508203,4.7365444738,4653,20100,97.266652481,11.328534031,74.671162642,43,30.1,17.622045263,3.7116179533,12.695996769,44
"39",9035.0572587,4.7585484725,5323,19834,77.764696988,9.8630989421,76.169526048,40,28.5,16.6560043,4.1906931492,14.070305781,49
"40",11825.56396,5.0484569202,7507,19238,102.50720565,8.5222830336,73.815403587,39,36.4,20.18764616,4.1885192902,17.454637097,40
"41",6973.4502895,4.6345119933,4208,16341,57.553305922,8.6847121616,78.225980277,37,21.3,17.560140407,3.6207035122,12.776888497,42
"42",7722.2085509,4.7587559265,5987,21752,61.402510633,9.2993630573,77.701355287,43,29.3,18.173356594,3.5453966457,14.052032751,46
"44",12688.780867,5.3007402376,5948,11007,101.38667399,13.629402757,73.161821932,32,32.3,21.414696395,5.4631525077,13.075953051,33
"45",8270.3059858,4.6548938057,5439,24871,63.257863887,9.7419730665,77.405389741,46,22,16.820172701,3.4603231118,11.833237482,45
"46",12171.584832,5.2349503959,4803,10307,93.636770753,12.386706949,73.185043444,37,32.4,21.356000347,5.0072473317,12.558474271,33
"47",11106.407394,4.9478478149,8236,15563,93.312804516,9.4815506773,74.469236806,35,31.3,19.060203607,4.0879751375,14.475942475,39
"48",10062.94593,5.0519317823,6189,18310,87.572846117,8.130519061,74.353860143,36,36.2,21.017853481,3.3827879243,20.797720798,43
"49",10464.359728,5.154593676,6431,18037,81.859429463,11.822395207,75.093559904,35,30.6,19.369969149,4.6946202363,15.248283052,41
"50",12611.65879,5.2996300729,5990,9034,92.055344789,12.172774869,74.131951623,39,33.7,23.257538963,6.1749091925,16.324551479,37
"51",9820.7757858,4.6665803568,6020,18312,70.174446249,12.423542205,76.128189581,43,28.7,19.68315291,3.9960598225,14.337316552,38
"52",9540.7807595,4.6675274369,6098,20893,80.356858265,8.768373036,75.536497459,41,26.6,18.855706149,3.5197642841,14.872561583,44
"53",14264.365984,5.8770634003,5342,10207,77.843933433,14.285714286,72.254090699,38,34.6,26.003088568,6.5351780983,15.054876786,23
"54",9794.3919139,5.0023225062,6592,13921,84.589886591,13.012820513,76.015190638,41,25.5,21.199123041,4.5611787316,14.614957423,46
"55",10402.613289,5.054337662,5568,11972,61.325349013,10.350134667,75.440158656,45,27.8,20.604656176,4.5042678923,15.981552035,38
"56",10407.063254,4.9027243305,3494,15073,95.337299836,9.3178036606,74.657088735,32,34.2,18.998357528,4.0155168798,16.790123457,33
"57",11234.374839,5.0158829596,5042,15915,88.617902869,10.404430274,73.48211671,38,31.5,21.791319835,4.0205447733,14.886628828,40
"58",6106.0160751,4.1430652633,5125,32658,60.551387186,7.2837632777,80.485750113,41,25,15.561157468,2.8514230541,9.9107638247,44
"59",9942.7580256,4.6043761162,6284,23476,95.286074784,8.7709497207,74.950954951,38,30.7,18.335301284,3.4951994557,12.920792079,39
"60",13159.071054,5.4345816297,5643,8423,106.66749115,12.287712288,73.806720663,46,37.6,22.491914972,5.8934563758,14.001657001,28
"61",12063.089161,4.9750953639,5467,16556,101.44711323,11.628289474,73.132460576,36,34.9,23.159862261,4.2798330379,13.124557906,34
"62",10543.51064,4.9791423992,4305,15691,86.801298587,14.974293059,74.530869445,34,30,18.180067185,4.1863605672,15.074818298,43
"63",8773.6407491,5.0443285927,5853,20589,60.932234026,10.906588681,76.260147716,45,30,17.872632402,3.6566275143,11.727262077,44
"64",15205.873711,5.3784295595,6561,17005,112.20985407,10.18957346,70.310740862,43,35.7,22.68098456,4.249562311,14.984980152,40
"65",12133.238991,4.9650050426,5311,16211,127.24631766,12.2909699,74.318874463,32,34.1,20.790092076,5.8347082646,17.545659758,28
"66",12986.861792,5.2067846211,4464,10647,106.44350236,14.090431125,73.191235486,32,36.8,22.066630151,9.5830285296,13.669542137,23
"67",10860.070399,5.0130055826,13447,17336,78.84979952,10.397196262,74.831254047,38,32.2,19.647968099,4.1918004294,16.041179907,40
"97",15888.929646,5.3456285975,5244,9578,201.75745752,7.2624931356,72.923211086,20,27.2,21.513107022,10.065327849,22.996955521,38
"98",7452.3219191,4.3145157921,3324,19650,89.991460317,7.8340156308,78.75697821,37,24.7,14.99584566,5.6033270382,12.291225773,33
"99",8704.7846364,4.2184095099,2370,21815,103.37693226,7.9854325813,78.980005501,31,17,15.990186028,5.4914832064,14.843648015,39
"100",14227.288131,4.4866913761,3501,18080,155.30042212,8.7663137158,74.06521565,34,27.1,17.628104734,5.888093689,15.414421729,38
"101",8634.6411647,4.1942100072,2766,19569,77.876668786,7.9243353783,77.315999195,33,23.3,17.53449299,5.1350988036,12.158744904,38
"102",7214.854883,3.7955325032,2571,30916,65.364989668,6.7553735926,81.186807841,30,22.3,14.269949853,4.2523364486,9.7547879005,29
"103",15452.452583,4.49068383,4251,14327,163.08753015,6.1196105702,76.866540704,26,39.6,15.521010202,6.2318191989,22.901800883,27
"104",6474.4537293,3.7794427068,3050,27010,75.113150495,7.1653733274,80.379854898,42,20.4,13.686398251,4.1402073804,13.866355289,47
"105",10257.173536,4.7614010081,4000,19777,121.44487364,7.1872089413,75.682292666,40,32.2,19.352843037,5.774677559,15.229113062,38
"106",13754.907935,5.2379861823,3413,14269,148.77108125,8.7178534955,74.442247892,30,28.9,20.611978362,7.7614660821,18.300809544,39
"107",7369.9002317,4.0478581618,2929,21344,87.283697938,7.2603643881,79.566414097,46,19.8,14.916461188,4.4889472937,12.681213318,47
"108",6770.1018859,4.1786557492,3118,24253,64.530936597,6.9917203312,82.236621291,38,28.5,16.274473498,5.0231180141,13.22099572,42
"109",5084.1966057,4.359773714,2337,18028,52.617051375,6.9384996621,83.55016695,33,20.3,14.571449262,9.3298835705,17.101002922,34
"110",7756.0396425,4.4569737785,2246,22249,122.37957725,7.1684030477,78.945901109,42,23.2,17.065330071,4.4679884111,14.25306233,42
"111",6104.0695936,3.7010171729,3604,19879,64.096667845,5.9683313033,82.926694812,37,26.3,13.32703585,17.041869802,17.657922195,39
"112",11452.201205,4.6816468788,6767,14722,101.12446003,9.8986285033,74.104079317,30,38.2,20.0832304,3.3958103638,10.774280749,41
"113",9976.0433029,4.8799598555,7550,15749,80.891167269,11.68009206,74.877804053,31,47.4,20.452066927,5.4666146037,11.358903159,44
"114",8749.738716,4.6638369435,4453,20562,101.482913,6.6960705694,77.062365179,49,29.8,16.242815884,4.118325943,9.9222248409,47
"115",6154.4418225,3.9625852472,3144,29912,61.201124425,7.5935096831,79.857051954,44,23.8,16.513156719,2.8808666409,12.854291417,51
"116",8901.3027712,4.6404371332,3839,20876,82.53699426,6.9174370418,76.812035712,39,30.2,19.902994421,3.5380928355,10.460901088,46
"117",11116.727916,4.861078714,7001,15350,90.910743832,9.7664543524,73.654388065,30,40.8,21.76763047,4.4933516735,14.388606973,50
"119",10665.069876,4.5278291208,3898,19650,103.40296278,6.457480673,76.207376847,38,33.5,18.372733646,3.2122794525,15.405211258,42
"120",13048.032258,4.990559468,7061,11670,101.42735957,11.029411765,73.779280375,36,35.6,23.103409519,6.8862275449,10.998000364,26
"121",9843.2491694,4.6832680925,4252,17149,65.94189984,9.1074681239,75.638718913,38,38.3,19.33947371,3.8204592902,8.5299609574,49
"122",11223.092248,4.9261715864,6965,13672,112.1285741,7.0025619129,73.195824757,30,31.9,20.333190979,4.3873179092,10.340314136,31
"123",10497.199191,4.5759302338,4667,20905,102.86600516,7.7208153181,75.71160271,37,34.3,17.409398052,4.5345541748,10.680327265,44
"125",8842.1078485,4.9571337364,5337,13628,78.917321513,12.319920517,75.559910047,36,34.3,20.476424943,4.7714381048,9.9907918969,46
"126",10156.777349,4.6648802061,4012,17515,86.793964481,8.908045977,74.916093065,27,38.3,19.000933819,4.3669187607,10.274029307,27
"127",8225.8015386,4.9287783847,5917,19299,71.350164654,9.0891584826,76.832532885,40,34,20.762920838,3.0635624538,9.7423791115,49
"128",9076.6882984,4.7792006058,4683,20752,70.497229779,7.7653631285,76.376156601,40,31,19.004177141,3.5814005435,12.246712654,44
"129",12729.526852,4.8389930599,4890,17955,94.34809956,13.80583241,72.888538347,41,37.8,23.311338002,4.3089393022,10.337191027,39
"130",12126.283771,4.8444909307,6557,19076,95.196681044,10.788113695,72.67955455,31,36.5,20.48800941,4.1661067061,10.899492806,40
"131",10401.357108,4.5443712804,4796,16118,77.533887656,11.434108527,74.645275664,31,44.6,19.211906124,4.411241551,9.6918489066,32
"132",13312.826,5.1846780359,8575,12994,84.20201748,13.537906137,72.200352515,22,36.8,24.25184846,4.5379386368,12.041319766,38
"133",11207.960123,4.8398505677,10206,14371,80.709381659,9.5406360424,74.678673126,31,30.1,20.831699776,5.0019337373,10.160377358,43
"134",7859.0470356,4.6228021422,3918,21286,68.025324344,7.3204936425,76.736489996,37,30.2,20.535015324,3.2793285184,9.7832922803,48
"135",12539.556948,4.8103070085,5538,14013,97.936577623,9.1851851852,73.964128144,35,37,21.150183953,3.5916824197,11.51720795,48
"136",11065.247878,4.9461654276,6902,16195,88.850862182,6.0568603214,75.566080075,34,29.9,20.012115075,3.9958376691,11.353300925,38
"137",11022.944828,4.8199649075,4743,18757,123.52283029,9.0600522193,74.963188555,41,34.9,19.415844716,4.0468661911,11.736831513,54
"138",8195.8458061,4.3876016568,4963,20659,81.604746308,9.1791044776,76.603883437,36,39,18.222245823,3.1126066579,7.1817092284,54
"139",10790.047092,4.5952843129,5782,21205,95.124424542,8.0531861515,74.289973508,41,33.4,19.622216775,3.4978486459,8.744948361,45
"140",9327.654825,4.9041004476,5911,18451,65.462281906,9.4594594595,76.121942286,39,36.4,22.176658181,3.5627775535,13.389291826,41
"141",11697.110546,4.5777368494,5591,18218,114.6658863,9.5295536791,73.652496668,34,37.5,20.333526847,3.7661687987,9.2694211319,54
"142",10576.887689,4.9937108266,5791,16445,77.616574124,7.3208722741,74.277667672,28,29.5,21.855604946,3.4616683553,14.543285165,45
"143",9088.7589617,4.8815689845,5283,19696,79.952350545,7.9108124618,76.266663674,35,29.8,19.872211004,4.0808778202,10.08741177,44
"144",11560.772389,4.6081638051,6526,18596,107.91951865,7.4663402693,75.168099698,32,30.5,19.661089295,5.5452865065,12.195121951,38
"145",11656.854031,5.0391918705,6959,14945,81.358453724,9.2989985694,72.896082561,30,33.1,22.098124353,6.1527825786,10.586989766,49
"146",12661.118655,4.7398776193,4960,15615,91.99474804,12.848101266,73.28620647,35,34.1,21.331822966,5.2875365211,8.9667203435,41
"147",9636.5670427,4.7286393693,4187,16470,73.699246292,7.0182555781,76.03319228,32,28.9,20.752465241,4.5284825275,13.158591475,48
"149",11413.883355,4.7258437594,7665,16566,113.90340991,8.4884586746,73.389894994,35,31,19.39464182,3.9224263634,10.12699096,25
"150",10547.999744,4.8703105941,7217,10066,89.397841681,13.544668588,75.745810396,39,33.4,24.770229015,4.8337332876,10.639899624,34
"151",9839.7588972,4.4806736187,6493,17111,83.182534586,9.2182030338,74.657056107,35,40,22.467420691,4.3058648849,11.265320836,42
"152",10228.892193,4.8372952902,5371,17166,96.556163502,8.3333333333,74.533449393,38,35.2,21.064747174,5.2689152233,10.934844193,46
"153",9882.1879139,4.7704860121,5631,18268,90.889894696,10.595303113,75.188287763,37,35.3,20.399456184,4.0347468282,11.835959148,33
"154",9809.0341076,4.3286406665,5364,25638,86.743925853,7.7533577534,74.93233795,34,32.7,18.585972716,3.2109414232,8.8486045051,49
"155",12677.619359,4.7161584429,5305,17719,99.503725171,6.4925899788,73.347963366,34,30.9,20.813868314,2.8683005656,13.679395809,43
"156",10926.865559,4.8257213224,5431,14202,109.71997025,7.6497695853,74.594639269,42,29.9,19.92201061,4.1346449431,11.418803419,35
"157",11702.840158,4.7535841537,5478,17746,74.531662239,9.9101287345,73.86976633,36,40,21.478718195,4.816955684,10.086032589,43
"158",13687.333206,4.9036079468,8228,16281,105.9727552,11.11361587,71.590958423,30,38,23.644712474,5.6824671616,9.4580146394,43
"159",19434.797962,5.1168042464,6706,12209,96.859000969,12.030075188,68.2494289,32,37.4,22.240461226,4.3335761107,10.34038164,26
"160",7411.6517913,4.7107999845,4727,16874,109.43851342,6.711409396,77.299616811,27,24.4,18.470426628,4.8089591568,13.469133236,29
"163",10901.718611,5.0988186442,5116,13711,80.325941138,10.231362468,74.102179555,33,34.4,22.845478643,4.6540235777,8.5352382355,48
"165",14527.699697,5.3055737573,7250,11894,128.39537356,12.505966587,71.764671134,32,40.3,24.354407224,6.1440677966,9.2521430683,25
"166",7648.6221257,4.6531514004,5971,19004,96.155624179,7.4838709677,76.459767021,27,37.4,20.061536848,4.1598119859,14.009038089,30
"167",13236.952446,4.9342993649,6884,16563,115.41303752,9.2188919164,71.826964379,35,40.2,21.81181141,3.8465283864,11.84929537,44
"168",8879.6352119,5.1653703874,4818,16544,95.256050248,7.5076923077,76.230887607,27,31.4,20.483963328,4.1609396476,16.23853211,35
"169",8349.3087099,4.6333229151,5216,17602,70.080608413,8.0374842314,76.930184344,30,31.8,19.385628677,4.469273743,12.969396195,46
"170",10020.276129,4.6762131836,6015,17521,53.43956471,7.6672104405,76.41403279,34,47.1,18.546803799,3.8957399103,10.715835141,33
"171",9585.9652792,3.9889449908,4776,21254,83.246321591,10.812089356,76.328412229,38,29.5,18.180889407,3.4871307013,9.344595362,50
"172",12389.908806,4.8623548296,5443,15700,102.28086325,7.1798188875,73.509252678,33,33.2,20.486118772,3.9721254355,10.82115869,38
"173",8220.1882369,4.0153082533,5006,30401,73.233371469,7.939387472,77.453908317,34,27.2,16.490518717,3.1065908933,9.0439349447,53
"174",12623.695743,4.8822597714,5139,14048,111.01115854,8.5234093637,73.680965525,30,37.4,20.044696997,3.6757990868,14.444254738,35
"175",10573.299252,4.7022421961,3439,14461,138.67527294,6.4220183486,75.292949316,37,31.3,19.924647373,4.328711532,11.984237367,22
"176",9227.6523077,4.8453362905,4953,18941,68.629555522,7.8702163062,76.052896597,44,30,21.649019947,3.579500657,15.79058032,47
"177",9175.4758567,4.6845514248,6610,19973,69.864927806,6.3596491228,76.443529406,27,37,19.561479789,4.667507659,22.788697789,47
"179",11658.675784,4.8623160002,5509,12478,81.646356817,12.547689699,74.49542361,32,40.1,24.12771764,5.15625,10.570755866,42
"180",11002.307183,4.835812316,4256,15094,104.0282957,7.8612716763,76.049812199,27,32.5,20.459451544,4.5407206832,14.028236708,50
"181",12070.751567,4.7587497678,5023,15872,92.037036106,9.8830734967,73.150766838,32,32.6,19.92321164,5.5513784461,11.07161664,45
"182",9814.6571344,4.9044971208,3949,16244,110.36600727,7.3800738007,76.183118041,38,30.7,18.995632143,5.2524911333,11.707537575,36
"183",6999.6936662,4.4692008784,3574,21614,53.180555859,7.9801603118,78.248372974,42,25.4,18.972600972,2.6034315365,14.917887074,49
"184",9374.0162595,4.7171680961,6792,18395,80.555478152,8.0604534005,75.327167865,30,30.6,19.345567322,4.3745930267,10.467676296,48
"185",12034.625501,4.9791804871,7327,12632,110.93454862,7.3664825046,73.38874978,34,40.6,21.44540376,4.7366560622,11.346736436,22
"186",11024.784941,4.732045765,11211,20184,89.587527938,7.5669994745,74.074640522,25,35.3,20.807526357,4.1975308642,14.788447537,37
"187",4408.5910489,3.1839105458,3298,35306,42.021285842,7.2587957251,82.87623703,37,14.5,9.7327103382,2.9999469474,6.8417541206,44
"189",6363.8656948,3.7410673537,3115,26061,97.813730933,6.8126520681,80.381028572,45,24.8,10.832189668,4.0051679587,7.1628841983,46
"190",7784.4961042,4.3533626566,4656,18583,98.235282736,6.0342803475,77.646220562,42,22.4,13.768327267,4.9585248072,8.706096215,39
"191",7345.8857981,3.9241935989,3050,26121,94.734279201,5.7408844065,79.52590973,42,31.2,10.951935641,3.9576600628,8.4655253652,40
"192",6556.2787052,4.0168093669,3534,24028,76.908108709,6.3248682319,79.852589192,32,27.9,12.217255923,12.927340687,13.835725678,43
"193",4623.5095352,3.6280809208,3379,38923,45.954188647,6.8385624112,82.392027357,41,16.2,9.9405871282,3.1514249783,6.9577406278,45
"194",8954.9014012,4.3955793889,2869,16967,103.42014799,5.5133079848,76.502126341,28,24.9,15.132244804,5.5114948298,7.6647966339,36
"195",5164.5473544,3.8309239082,3277,32169,73.003733803,6.5867723914,81.942203041,42,18.2,11.220360679,3.5702977432,6.2993385961,45
"196",7006.6159427,3.9173260969,4172,20695,60.924821665,7.5623649578,78.924969785,37,20,13.358907816,7.4555093866,11.60123895,44
"197",7364.3106766,4.1044470774,5716,17863,95.579109545,6.3083240015,77.882197792,36,19.3,13.18078902,6.5341576023,13.997249312,37
"198",8994.0565643,4.5655944713,2855,19277,109.65605335,5.8070866142,76.955787424,29,16.9,14.468508365,3.5619655068,10.526190334,37
"199",6213.3986322,4.0994936806,3679,16439,56.475196226,5.5251250298,81.662205635,32,31.4,12.840010729,18.091619168,10.568600063,31
"200",8740.0101163,3.8840787694,2288,25082,83.67555903,8.0388080388,78.079912175,34,26.5,11.833847367,3.8624641834,10.698646497,40
"201",7923.0215081,4.0890409968,4914,21766,76.837395373,7.2506989748,77.487421193,34,22.4,15.31417715,7.9755140221,11.417025396,38
"202",6356.8669362,4.0915879666,4781,24279,54.486063528,6.3611196555,79.66041685,32,23.7,14.270521128,7.7438866327,12.058912615,35
"203",11305.466803,4.4987096206,3379,17043,154.26771046,6.5906455354,74.760216369,30,23.1,14.401200944,5.2273663965,11.39870444,27
"204",7125.9207184,3.9335458748,4434,23441,101.32816859,7.6061595894,78.730422689,34,36.9,13.718787061,4.7883624609,5.7434634606,33
"205",5017.5431691,3.6164943274,4346,25104,39.432723483,7.1338268569,82.291130635,32,16.4,10.847678109,4.6692577459,12.355019477,38
"206",6650.6452874,4.295986281,3584,23346,62.916904745,6.2958942596,79.606449587,36,28,13.444284132,7.0146924977,14.047381106,36
"207",3206.6318035,3.4480038058,2012,41789,54.172552624,5.7885484681,85.356240881,39,12.6,9.7252337607,2.383230223,6.3182172778,48
"208",8231.0448737,4.0962698899,3317,20905,115.21394431,7.183908046,79.196297264,35,20.7,11.745263222,5.298186089,9.126984127,27
"209",7749.67295,4.2479301328,2743,19745,103.01524717,6.3770147162,79.338623024,33,18.6,12.905413824,3.938058668,13.137140206,28
"210",6775.7437047,4.201624551,5413,21604,67.509648994,6.2765700066,78.761019538,37,21.8,14.129606461,8.2957853875,11.815375551,41
"211",10076.65162,4.3181042521,3131,20505,121.5695986,6.9692058347,77.038892558,35,25.3,13.824458393,7.5495438817,11.915343915,17
"212",3369.6016286,3.7676376128,2685,37557,51.205461916,8.1735620585,96.522968286,40,17.5,11.936718182,3.8479587048,11.482277121,42
"213",5175.9192872,4.0516011737,3224,31109,54.922434711,6.1062107848,82.502977487,35,19.8,12.249990899,6.2693868078,15.281631215,43
"214",4646.0857462,3.7810301889,2743,36420,53.348125528,6.0858819895,81.768570942,39,18.5,9.9328479729,2.9256710532,10.229740818,41
"215",5835.2399112,3.8945528337,2300,26781,81.992477643,5.7529908515,81.320987637,40,14.4,11.508296567,3.4663392674,8.32960624,46
"216",4199.1366307,3.2749558627,3107,35553,41.117760118,6.2071432377,83.105149802,39,15.2,9.311197445,2.9248332437,10.187905338,46
"217",4522.6949673,3.5038457879,2264,34242,53.908610222,5.6916873449,82.198294917,47,15.2,9.7846207167,3.1515066437,5.1554375484,48
"218",8700.6760216,4.0742319898,3349,22997,127.69884534,9.3357271095,78.494120467,36,23.5,11.489555607,7.4923547401,7.9651219751,23
"219",5796.962999,4.1359703838,3750,26314,54.785525711,6.7514905239,80.902895316,35,20.7,12.499944322,4.3765350783,11.289777301,36
"220",6339.7496513,3.9607701234,3917,26062,61.774951842,6.8889019481,79.62220315,38,18.7,11.550028552,3.7931315998,7.8793493163,44
"221",5148.1810351,3.7660100579,3669,39418,57.991418611,6.3615205586,82.023633312,38,28.2,10.783185266,5.0568531536,10.067474932,47
"222",6762.5514735,3.8702234471,4585,25105,48.161249615,7.3486325825,78.781471068,30,22.9,12.628276552,4.0351497872,10.845351557,30
"223",4641.05997,3.455539305,3121,31298,51.24458466,6.5536896115,82.20620368,35,14.4,10.753175291,3.3075764056,10.170322601,41
"224",4269.7004184,3.3662375967,3213,31384,55.947876873,6.9829415801,83.792757512,35,13.8,10.326062381,2.3533315843,5.5654319079,41
"225",7155.2242935,3.7004825948,3961,25087,64.298423083,7.2566599092,78.497259718,36,24.9,11.706166224,5.9962559783,9.69009077,43
"226",5271.2259578,3.9509801624,2270,29215,61.455103751,5.8966834616,81.495360687,46,15,10.783296935,2.945642918,8.5779697049,48
"227",3367.8110377,3.0787713515,2135,46954,35.514071406,6.7309708534,84.742822397,41,15.6,8.6133573373,2.1999450398,6.4212439014,48
"228",5042.4450983,3.7143804397,2161,30468,55.024426354,6.4721363416,82.09976816,42,16.4,11.377310554,3.8934369491,13.062476967,45
"229",3579.0807063,2.8790731347,2977,45198,38.291908199,6.9365345245,84.63082824,37,15.9,8.2690140125,2.6012486604,6.1014293096,47
"230",4622.3917405,3.9120409632,2792,29713,65.291532162,5.782364547,82.825500041,43,11.4,11.440834335,4.8969975739,8.586118861,48
"231",9014.3139037,4.2996385264,3393,21226,96.670593562,6.3136738513,76.214676453,38,19.5,13.963535044,4.943744526,8.5738023243,40
"233",9455.1533337,4.4205368709,3256,19055,119.06833607,8.1004709576,76.571909406,37,23.3,14.066326017,6.6973004021,10.426998403,31
"234",6149.0383397,3.70098803,3456,33514,60.513808151,6.8052825383,80.049764319,33,23.3,11.705074337,3.8946981943,6.9312550079,38
"235",4779.2582374,3.9567461917,2710,32473,57.457822094,5.7694547996,81.989758942,38,15.5,10.07567654,2.7394910577,9.0431594887,43
"236",7163.5505852,4.42379587,4613,25067,58.752780331,6.4151655192,78.182902664,38,24.3,12.789751068,6.4047499774,9.1746437515,43
"237",7136.0381906,3.8930773404,4285,25096,64.674471825,6.6026278017,78.760026538,37,24.5,11.952152448,7.4587153946,10.843118213,49
"238",8847.4706238,4.5137484163,3433,18711,89.765758615,6.0774504354,76.674239767,38,28,14.258973789,5.658315773,9.9149825784,39
"239",11187.237833,4.462222079,2912,16137,141.6011826,6.0913705584,77.358613188,38,24.2,14.700216999,5.6936477587,9.9178237461,36
"240",7209.0187819,4.7128243317,4469,19967,58.254058727,6.7067645982,78.502115626,37,26.9,13.799712245,9.6041331645,12.024833072,41
"241",7518.9026826,3.8737993841,2464,23426,101.06207729,6.1938680706,78.689385673,44,20.9,11.343019399,4.6019026196,7.4718309859,45
"242",4694.6479676,3.7469855478,3359,36702,50.286454034,6.0593865877,82.472556329,38,17.2,10.561021793,3.7737710463,11.576804995,45
"243",4795.4639776,4.0171729674,2878,22943,48.423134548,5.6984184474,81.620860132,34,13.8,10.906577644,4.2039108719,7.2140043383,50
"244",9637.6553819,4.0792669518,4921,22205,87.380050422,6.6537857747,75.233523124,33,33.8,14.179140049,6.4069055643,9.7222222222,40
"245",6436.6979073,3.782973632,3120,32226,76.731889443,8.7597683581,79.164313075,35,19.9,16.324605425,3.471144192,13.842716398,46
"247",5338.0432931,3.4977305996,3069,34762,66.703297947,9.5992249073,81.115142245,47,16.6,13.263552471,3.2228447278,10.289384327,53
"248",6069.4081655,3.7503183801,2929,24031,92.980009298,7.4534161491,82.146124572,43,12.5,13.476071073,3.4064665127,14.291459981,32
"251",4233.0488231,3.2683151306,2572,31001,66.852798494,8.0917197452,82.96930928,47,9.5,11.318441782,2.8474579769,7.662437394,53
